artist_name,track_name,release_date,genre,lyrics
desmond dekker,unity,1967,reggae,time live brothers time live sisters come brothers come sisters unity unity come brothers sisters whoahohhh aaaaah aaaaah live wrong right look live today brothers look live today sisters come brothers come sisters unity unity come brothers sisters whoahohhh aaaaaa aaaaaaa look live today brothers look live today sisters come brothers come sisters unity unity unity unity unity unity
desmond dekker,rude boy train,1967,reggae,rude train comin rude train comin dippy dippy dooey dippy dippy dooey rude boat comin rude boat comin dippy dippy dooey dippy dippy dooey rude plane comin rude plane comin dippy dippy dooey dippy dippy dooey rude circuit chart rude circuit chart dippy dippy dooey dippy dippy dooey rude loot shoot wail rude loot shoot wail dippy dippy dooey dippy dippy dooey double seven scene double seven scene dippy dippy dooey dippy dippy dooey rude train comin rude train comin dippy dippy dooey dippy dippy dooey rude circuit chart rude circuit chart dippy dippy dooey dippy dippy dooey double seven scene double seven scene dippy dippy dooey dippy dippy dooey
the paragons,blackbird singing,1967,reggae,blackbird sing dead night break wing learn life wait moment arise blackbird sing dead night sink eye learn life wait moment life wait moment arise blackbird sing dead night break eye learn life wait moment life wait moment life wait moment
desmond dekker,wiseman,1967,reggae,wise keep perfect life life wiser alright whoa whoa whoa
phyllis dillon,don't stay away,1967,reggae,know need wouldn stay away know desire soul wouldn stay away darling know girl treat nice know beautiful know heart burn long wouldn stay away darling know girl treat nice know beautiful know heart burn long wouldn stay away wouldn stay away
the paragons,the first time i saw you,1967,reggae,wake morning felt pain little sympathies go away keep tellin go ghost live door time stand line little piece freeze time counter fight compare ghost live door know mean know think bereft vanities wish tell silence ghost live door silence ghost live door hear silence ghost live door
the gaylads,she want it,1967,reggae,play baby type talk crazy aware time light act shady understand want space heart soul body mind build blun construction teach function perfection take galas love see catch tell wasn fuck stand strong like shimmer like shit think match send like wanna know know shit gonna want hard stroke shit gonna finna stop shit gonna know go shit gonna lovers like friends want know trap reap basic yeah learn right page fuck real hold time change cause amaze fuck contemplate like stand strong like shimmer like shit think match send like
phyllis dillon,don't touch me tomato,1967,reggae,mister touch tomato touch tomato touch pumpkin potato goodness sake touch tomato touch touch touch touch plum apples thing feel feel tire feel feel squeeze squeeze tire squeeze squeeze mister advice look double hard like coconut nut nut chapters mind cause feel feel tire feel feel squeeze squeeze tire squeeze squeeze
alton ellis,why,1967,reggae,bird follow spring like follow rainbow people sing head sorrow tree tall stay small yesterday like today follow tomorrow whoah lala ladada lalala dadada laaaa laaaa tree tall stay small tree oooohh tall stay small yesterday like today follow tomorrow ladadadada somebody tree tall stay small ladada lala lalala lala ladadad lalala
phyllis dillon,perfidia,1967,reggae,youmy heart cry perfidia life somebody arm eye echo perfidia forgetful promise share charm lament dream fade like break gods look laugh romantic fool mortals sigh perfidia goodbye sigh perfidia goodbye goodbye repeat fade
alton ellis,breaking up,1968,reggae,turn walk door hurt sore say hurt sore look good say listen break hard everybody know break hard strong strong strong listen break hard break hard night know talk go realize break hard look good say strong strong leave surely listen break hard everybody know break hard
alton ellis,willow tree,1968,reggae,tear fall cry eternally tree shed tear eternally cause search need tear tell weep meet tree shed tear eternally cause search need tear tell weep meet tree shed tear eternally cause search need tear
the heptones,in love with you,1968,reggae,remember smile forget grow grow go go spend lifetime wait dear search dream come true go come view completely walk right heart walk take placement doubt open heart know heart choose go go
alton ellis,i can't stand it,1968,reggae,wish count wish count baby stand fuss fight long toss turn wrong stand wish depend wish depend baby stand love soul things soul baby stand south know check stand
the tennors,i want everything,1968,reggae,soon pay yeah swear swear soon pay flip ways change swear swear money money money money change dream guap stack crew ride top slide shoe problem dues childhood wasn pretty block like tryna post tryna plenty pennies grow tell see rappers news trappers look fresh tennis shoe like want somebody tell start tryna rise interfere money clear watch problems disappear money money money money money money money money change look finally deal dream advance hand cheese grey lake money green fake act funny catch need break broker give stock tip watch kill high cockpit expensive taste cheap thrill humble meek girl ride free home twice refill yeah sweet deal gotta plane away soar lam come cash upgrade mogul class wwait wwait wwait wwait soon pay yeah swear swear soon pay flip ways change swear swear money money money money change house couple broads spouse money count deal feel satisfy pocket fatter desire gratify yeah climb ladder tire paparazzi alibi dollars wallet finna burst money problems work miss feel start lurk know pursue cause finally pay finally pay
the tennors,ride your donkey,1968,reggae,little laddie daddy buy fiddle tune play tune play ride donkey gallop donkey deep heart daddy know smart cause tune play tune play ride donkey gallop donkey
tommy mccook,what the world needs now is love,1968,reggae,woman woman silly game play yeah dealin trouble drive away sayin leavin wanna hear talk stare disbelief walk outta outta outta lovin livin treat like fool doin blue sayin leavin wanna hear talk stare disbelief walk outta outta outta lovin livin treat like fool doin blue sayin leavin wanna hear talk stare disbelief walk outta outta outta agggggain
the uniques,out of love (i'm the one love forgot),1968,reggae,care tell want let live luxury enjoyin company wish rockin daily pushin dream pursue go roof nothin gonna change immeasurable shit range gold hella stories tell girl talkin suppose nice niggas lovin daily know baby things gettin brazy work things shawty gettin lazy shoot shoot muzzle rearrange gut jigsaw puzzle lovin grind hustle gotcha runnin head frontal tryna maybe flex maybe stunt nice shawty thats jump things rough givin turtle hare race finish weather gonna build somedays better let goalsetters trendsetters rare gold unique gotta nice niggas shawty let glow stack figure figure flourish head weight forget past life move fast cherish moments hard task plus like rid firstclass figure baby girl past figure warm soul amaze mind state away twitter
phyllis dillon,love is all i had,1968,reggae,chain bind hearts give mountains apart give feel go lonely days long nights blue respect dear give people true give feel go lonely days long nights blue respect dear give people true give feel go lonely days long nights blue give
joya landis,angel of the morning,1968,reggae,string bind hand heart need stand choose start need home face morning touch cheek leave baby morning slowly turn away maybe sunlight matter morning echo sin want victims night blind light baby morning touch cheek leave baby morning slowly turn away baby baby baby morning touch cheek leave baby morning touch cheek leave baby morning touch cheek leave baby morning
joya landis,moonlight lover,1968,reggae,moonlight moonlight lover walk people true prove true lover lover moonlight lover lover mean want lover lover lover moonlight lover lover
prince buster,rough rider,1968,reggae,rough rider cool stroker strong whiner hard night hard night hard night night night night feel break today feel break today lord feel mash today strong whiner rough rider whiney whiney night know yesterday know today strong whiner rough rider whiney whiney night chop night wear brush tonight say wear brush tonight
peter tosh,equal rights,1968,reggae,cry peace cry justice cry peace cry justice want peace need equal right justice need equal right justice need equal right justice equal right justice everybody want heaven want father everybody want heaven want want peace need equal right justice equal right justice need equal right justice share equal right justice better belong better better cause want peace need equal right justice need equal right justice equal right justice fight equal right justice head tell know everybody fight reach want peace want equal right justice need equal right justice equal right justice need equal right justice talk crime tell criminals say everybody talk crime crime tell criminals want peace need equal right justice equal right justice crime equal right justice criminals equal right justice fight equal right justice palestine fight equal right justice angola equal right justice botswana equal right justice zimbabwe equal right justice rhodesia equal right justice right jamaica equal right justice
the uniques,gypsy woman,1968,reggae,caravan campfire light lovely woman motion hair dark night eye like dark hypnotize woman woman dance round guitar face aglow enchant hold near kiss forever whisper woman woman caravan dance wait rise have hate lady know know woman woman woman woman
peter tosh,ketchy shuby,1968,reggae,come play ketchy shuby shuby feel ketchy ketchy drop cause drop mend cause mend easily bend ketchy ketchy shuby shuby tonight night long ketchy ketchy shuby shuby tonight tell like ketchy ketchy shuby shuby tonight night long ketchy ketchy shuby shuby tonight long learn hours time know ketchy ketchy shuby shuby tonight ketchy ketchy shuby shuby tonight night long ketchy ketchy shuby shuby tonight mhmhm ketchy ketchy shuby shuby tonight come play ketchy shuby shuby feel ketchy ketchy drop cause drop mend cause mend easily bend ketchy ketchy shuby shuby tonight night long ketchy ketchy shuby shuby tonight mama like ketchy ketchy shuby shuby tonight papa like ketchy ketchy shuby shuby tonight long time waitin ketchy ketchy shuby shuby tonight right ketchy ketchy shuby shuby tonight night long ketchy ketchy shuby shuby tonight ketchy ketchy shuby shuby tonight tell like ketchy ketchy shuby shuby tonight night long night long ketchy ketchy shuby shuby tonight ketchy ketchy shuby shuby tonight ketchy ketchy shuby shuby tonight know sweet ketchy ketchy shuby shuby tonight know like ketchy ketchy shuby shuby tonight come ketchy ketchy shuby shuby tonight ketchy ketchy shuby shuby tonight
prince buster,walk with love,1968,reggae,flat lonely sprawl stare ceiling fall asleep tonight head light flash bedroom wall cry eye open fall walk away taste pain come aren weren afraid funny get pay walk away taste pain come aren weren afraid funny get pay bust like brittle stick drink throat constrict lovesick open mouth couldn sound scream know shout walk away taste pain come aren weren afraid funny get pay walk away taste pain come aren weren afraid funny get pay come shock surprise walk kiss goodbye goodbye goodbye alive walk away taste pain come aren weren afraid funny get pay walk away taste pain come aren weren afraid funny get pay get pay think walk away cause couldn survey couldn couldn
the uniques,speak no evil,1968,reggae,abstract mind sweetest sound dead silence think masterpiece unique speak truth preach want think little deeper dopest music blast speakers bring heat phoenix lyric split genious bar line meanest academy vibing like antisocial contemplate maintain homie breathe room abstract cloud profound cool vibes dream take time leave trend smoke start high life come go track change live music influence go life abstract mind abstract view mind style like time soul soul nigga sell soul point trigger sound rhythm notch strike like venom deep thoughts deep thoughts thoughts deep profound see people change people claim speak understand young homie upper hand hate word degrade try raise wealth bring pain blame slave long yeah opposite power strong think gun go solve take knowledge product people surround dark dungeon gunshot peace speak clever ignorance bear pyramid negro pharaoh trap dinero people die strive suckas lie time follow shine light blind leave hate wall star evil try try live free free people like high drink wine glass blind conscience speak unhonestly honestly try design trend dodge pain gats bang lack brain dont know
ken boothe,my heart is gone,1968,reggae,kypris hear prayer thee nereids safely bring ship brother homewards bring unharmed heart love throb remorseful fair immortal banish mind pray thee discord hint yore estrange dissension hateful wrangle shall days come remember keen reproach grieve sorely word break heart hear utter word wound deep recur bow head shame public banquet scorn amid festal laughter sharpen covert jest sting pride assail folly slaveespoused lesbian fairest mitylene virgins noblest open slur link doricha lovely slave xanthes sell egypt wondrous charm wealth charaxus ransom bondage go anger vanish keen regret grief pain give heart fear loss anguish darken daylight
the tennors,reggae girl,1968,reggae,beloved vision gettin clearer lookin mirror sayin nigga harlem city niggas know busy let ride nigga daditty daditty niggas know rite daditty daditty tryin spot rite fan mail cause main girl handheld store fanbelt body street like cornbread thorough like pitbull windex dude yeah bar like room dirty tell jury tennis nigga serve black suri shit killin like weight hustle protein bar muscle trunk nothin cool minute let ride nigga daditty daditty niggas know rite daditty daditty tryin spot rite load bout ready spit hater unload ready hearse bout send notice harlem send unemployment cause homey go work rite benz hop likely friends look lock like spin like pirelli stock rim flyest game applyin pain milk billin lyte ridin train paper villains scrap throw flame rappers fake chain nobrainer chamber moment silence throw banga lyricist singa forget gangsta ladies thumb copper finga beloved beloved vision gettin clearer lookin mirror sayin nigga harlem city niggas know busy let ride nigga daditty daditty niggas know rite daditty daditty tryin spot rite
the heptones,party time,1968,reggae,kick door live life life live life kick door live life life live life kick door have party tonight alright come come come time live life live life cold time short hear come live life best time short hear remember live life live life cold lord live life live life kick door have party tonight alright come come come time live life live life cold cold yeah come talk come talk yeah come come party party time
prince buster,the baddest,1969,reggae,yeah swych haha everybody scene snapback graphic cause style violent need violins young kill comp like virus moment silence open eyelids focus see like like hear echo cause hard spot like freckle extra terrestrial haters dumb special guess rock swych kind mind go dumber einstein genius parallel line hell equal sign genius homies holla ladies good know know sorry nasty haha haha nasty haha haha team broads double like lean jump beat like foam feet sleep dream hater foolish respect cause mean different everybody sister like hammock baddest chick know sandwich chip mountain haha word nice tryna fresh butter like fresh need violas oppose better place like fresh mother firetype lyric watertype flow grasstype presidents rocktype show phonebook callin truth wildin throw pokeball booth think need register deadly weapon cause slippin like catch borderline legendary mexican game like lesbian tryna tryna shine grind like life stop cock blaow hater shoot beat chalk lyrical criminal invisible beat invincible mirror litter need miracle swych alright print
justin hinds,drink milk,1969,reggae,beat fail boom style dial child change extend alias name like choke talk flame henny handsome niggas drink plan come nigga think optimus shine get captain hook guess scar rhyme bumpy johns put clamp chokemon fuck weed apple seed stone cold gold hang dibiase basketball slam government answer answer football yards touchdowns carry bank shit stink nigga mink buy drink loose like linx cousin jinx pay panther shit pink think gats chickens deuce bigalow male gigalo drunken monk backward jumpyard funk ask lump want couldn money dummy fast food junkie high school flunky niggas like kid shit start uhum pardon protest project like sharpton step game green medina oats cream wheat farina beemer beeper look good driver treat like prostitute think pass fuck cap smash industry rhyme leave rise suprise guy break tide schwarzenegger seduce true lie battle beat belly beast chief ganja leaf say peace peace peace peace
the hippy boys,wondering,1969,reggae,chaudeau long young years twice things smile dream songs azure heaven wave chaudeau chaudeau come head blood cold seek meadow ooze seek river seymouse days springtime long chaudeau chaudeau heart brain grow grief pain sweet remembrance keep tender friendship doth assuage burden sorrow know chaudeau chaudeau fate decree limit wander life lead peradventure forsooth preserve fresh green youth shadow hilltops throw chaudeau chaudeau live friends intend even think sole desire chateau chaudeau
stranger cole,when you call my name,1969,reggae,come dance know baby tell trouble doubt give inside strange real dark think tender things work slow change pull apart light get heart baby forget forget stand look rain keep fall rain keep fall recognize rain keep fall rain keep fall pretend feel harm touch defenses vanity security forget dance know baby go apart heart baby forget forget walk walk walk away walk away walk away sing
glen adams,my girl,1969,reggae,holy shit time time track gonna stay like cause hollaback hollaback time track gonna stay like cause hollaback hollaback oooooo shit shit oooooo shit shit oooooo shit shit oooooo shit damn right talk shit tell hear act like people know kick place look face homerun kick know whats time track gonna stay like cause hollaback hollaback time track gonna stay like cause hollaback hollaback oooooo shit shit oooooo shit shit oooooo shit shit oooooo shit night girl bleachers give head substitute teacher perfect crazy sense clear comin right cause tellin pack dont freak secrets thats right cause knees scratch time track gonna stay like cause hollaback hollaback time track gonna stay like cause hollaback hollaback oooooo shit shit oooooo shit shit oooooo shit shit oooooo hear shit supercalafraga time track gonna stay like cause hollaback hollaback time track gonna stay like cause hollaback hollaback oooooo shit shit oooooo shit shit oooooo shit shit oooooo shit
the hippy boys,shang i,1969,reggae,know sing place sing particular song usually sing feelin baby come make feel little better afternoon want feel better forever promise promise fade away baby till gonna sing lullaby lullaby lullaby baby lullaby sweet tender song strong wind blow breeze sweet milk baby gonna sing lullaby till baby gonna sing lullaby till feel trap babe bring bring want time fall time fall hole love say baby till death apart promise promise fade away baby till gonna sing lullaby lullaby lullaby baby lullaby sweet tender song strong wind blow breeze sweet milk baby gonna sing lullaby till baby gonna sing lullaby till bridge lullaby song sing close eye lullaby song sing leave lullaby song sing realize come lullaby baby go promise promise fade away baby till gonna sing lullaby lullaby lullaby baby lullaby sweet tender song strong wind blow breeze sweet milk baby gonna sing lullaby till baby gonna sing lullaby till outro lullaby lullaby baby
the maytals,bla bla bla,1969,reggae,call baby breakfast table baby call brother table turn buy plate dinner sister sister brother turn strange happen everybody get sing sing song sing song everybody song sing sing song sing song everyday buy present father reach father home turn christmas card buy special momma momma table table turn strange happen everybody get sing sing song sing song everybody get song sing everyday
the ethiopians,everything crash,1969,reggae,see face recognize voice perfect wicked crimes past face world future million time eye read line devise rumor vicious lie hide truth eye kill spy walk room couldn help feel tension hear thoughts read mind persistence intention leave past time believe happen time wait moment life pleasure kill spy
the maytals,scare him,1969,reggae,scare scare scare scare come near scare scare scare scare come near sleep dear sleep dear sleep dear sleep dear come near sleep dear sleep dear sleep dear sleep dear come near alright alright alright alright come near alright alright alright alright come near scare scare scare scare come near scare scare scare scare come near sleep dear sleep dear sleep dear sleep dear come near sleep dear sleep dear sleep dear sleep dear come near alright alright alright alright come near alright alright alright alright come near scare scare scare scare come near scare scare scare scare come near sleep dear sleep dear sleep dear sleep dear come near sleep dear sleep dear sleep dear sleep dear come near scare alright alright alright alright come near alright alright alright alright come near scare scare scare scare come near scare scare scare scare come near
the pioneers,long shot kick de bucket,1969,reggae,weepin wailin dung caymanas weepin wailin dung caymanas long shoot kick bucket long shoot kick bucket race pull race pull long shoot kick bucket long shoot kick bucket wail wail reel couldn trail wail wail reel couldn trail long shoot kick bucket long shoot kick bucket starbright combat corazon long shoot rear starbright combat corazon long shoot rear combat fell long shoot fell money go hell money go hell long shoot kick bucket long shoot kick bucket
the reggae boys,mama look deh,1969,reggae,joke sound songs go smoke drum champion stepper tell cater drum come drum sound pack gate drum sound pack gate think think mocho tolerate sound yaso sound haffi nice mellow like disco memba stepper tell come control yaso drum sound gate drum sound gate come oonuh oonuh oonuh talk oonuh oonuh oonuh talk bass treble chat quiet listen sound play argue mama unuh gyal look talk drudrum sound pack gate drum sound pack gate enemy dibby dibby sound turn enemy true loud noisy play qualitytyty tyty tytyty come drum sound pack gate drum sound pack gate think think mocho tolerate sound yaso sound haffi nice mellow like disco memba stepper tell come control yaso drum sound gate drum sound gate come oonuh oonuh oonuh talk oonuh oonuh oonuh talk bass treble chat quiet listen sound play argue mama unuh gyal look talk drum sound pack gate drum sound pack gate enemy true loud noisy sound play qualitytyty tyty tytyty drum sound pack gate
jimmy cliff,hanging fire,1969,reggae,yeah come life come life come life baby come today come come stay come come life baby time know kiss know want time need sympathy need tell baby come life come life come life baby come today come come stay come come life baby hold fold bend shape baby long need sympathy need tell baby come life come life come life baby come today come come stay come come life baby come life cause need come life say want come life gotta baby come life yeah right come life yeah yeah yeah come life say need child come life yeah need come life gotta right
